0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
-0.010465607,0.013333235,0.0011774682,0.040830705,-0.047623344,-0.10654547,0.020125031,0.2016217,-0.02009995,-0.059773393,-0.05075832,-0.05727403,-0.039940875,0.027479116,0.00808531,0.063303895,0.048717406,-0.025508985,-0.042689394,-0.10399635,0.057126947,-0.015116536,0.07142616,-0.13269894,0.038753305,-0.058279533,-0.101776496,-0.076403774,0.055539533,-0.053524327,0.055805314,-0.023920601,0.14113039,-0.13887125,-0.014173418,0.08618472,-0.05112077,0.018872574,-0.057166114,-0.085411415,-0.020589577,-0.061379954,0.018537587,0.059399463,0.06883416,-0.12051721,-0.036107615,-0.10274977,-0.013996901,0.07454553,0.039783943,-0.057105847,-0.07917991,-0.04796762,-0.015162001,-0.014907348,0.04090033,-0.06087562,-0.022647088,0.028489899,0.0015309418,-0.04833912,0.119153105,0.04058166,-0.09502155,0.1899481,-0.058752827,0.14877167,-0.118317515,0.06259874,-0.0046708575,0.051977266,0.105946556,0.06672116,0.14230344,-0.065712586,0.017169403,0.03453177,-0.033488166,-0.040248387,-0.038621314,0.027715757,-0.107229926,0.08931579,0.058959715,-0.050712306,0.14049424,-0.068723276,-0.03206157,0.04968421,0.06039943,-0.025149914,0.06138909,0.032616146,0.13479203,0.08591913,-0.09728705,0.030639825,-0.0651393,-0.016211126
-0.012636836,0.015135004,9.788371e-05,0.04098143,-0.050575975,-0.110889435,0.021659259,0.20496562,-0.018444747,-0.061868027,-0.051478717,-0.0600028,-0.043154653,0.028293896,0.009547014,0.06279523,0.04749754,-0.02441454,-0.044404477,-0.10274907,0.057478417,-0.013667884,0.072668426,-0.13289836,0.038590644,-0.058887433,-0.10188576,-0.07480558,0.0571107,-0.052871007,0.05359779,-0.021404533,0.13902378,-0.13995688,-0.014772137,0.08403423,-0.054862913,0.020645835,-0.060715135,-0.081857465,-0.019700285,-0.061165247,0.015948582,0.061765462,0.06894827,-0.11891112,-0.034495495,-0.10210534,-0.012565942,0.07155368,0.04149413,-0.05655802,-0.07979661,-0.04682173,-0.014891183,-0.01139132,0.038591582,-0.06075309,-0.022614038,0.028543836,0.0032822827,-0.048991002,0.1171315,0.03812615,-0.09595316,0.18862511,-0.06000472,0.14901403,-0.11980938,0.06370643,-0.004483379,0.051493544,0.1047311,0.067749545,0.13854668,-0.06544459,0.018625917,0.03412189,-0.030281687,-0.0396137,-0.03860316,0.02844875,-0.10353939,0.086359516,0.057214186,-0.052077617,0.13864665,-0.07176493,-0.030712765,0.05038876,0.06315796,-0.026867114,0.05972512,0.035031382,0.13307767,0.09013579,-0.09796243,0.029620407,-0.06681891,-0.015739411
-0.009984421,0.01342232,0.00085017027,0.04135851,-0.047454707,-0.10704946,0.020243028,0.20145318,-0.019076461,-0.060503013,-0.051064603,-0.056356117,-0.040300846,0.028674709,0.0075069238,0.06311479,0.04855218,-0.025113232,-0.04296536,-0.103121534,0.059047785,-0.014979628,0.07269549,-0.1340684,0.038402084,-0.056896374,-0.101663485,-0.076092824,0.05652443,-0.054449245,0.056640614,-0.025228033,0.14143679,-0.13991655,-0.014978284,0.08704803,-0.05018421,0.019137103,-0.056612954,-0.08478917,-0.020619469,-0.06199073,0.019187585,0.059422273,0.06886812,-0.120686114,-0.036574982,-0.10263068,-0.012831658,0.074539326,0.039034657,-0.05586658,-0.07843169,-0.047746327,-0.015091982,-0.015281418,0.04059155,-0.061358612,-0.0226181,0.029207172,0.0010840646,-0.04837147,0.11936148,0.03961677,-0.094099715,0.18877603,-0.058383822,0.14798382,-0.11822964,0.061360173,-0.003950429,0.051985845,0.10677746,0.06632215,0.14245379,-0.06655645,0.018092837,0.03418851,-0.03334417,-0.040748052,-0.03852866,0.028425211,-0.106361374,0.09036418,0.059342723,-0.050440256,0.13995422,-0.067481324,-0.031953756,0.049485587,0.060497954,-0.02447764,0.06108885,0.032115433,0.13511142,0.08684426,-0.097198375,0.0297017,-0.064515166,-0.016802408
-0.013076323,0.015569072,-0.0004354317,0.040525567,-0.050441604,-0.11056611,0.02137301,0.2033895,-0.017418696,-0.062818006,-0.050503187,-0.060493108,-0.041641273,0.02914154,0.009274706,0.06258848,0.04893622,-0.024818504,-0.045241434,-0.10359056,0.058842212,-0.0129583245,0.073513195,-0.13398933,0.03778696,-0.05906494,-0.10243516,-0.07535448,0.05831439,-0.05356514,0.053937446,-0.021661488,0.1391032,-0.14034691,-0.015120888,0.08490066,-0.055022545,0.020534955,-0.060224097,-0.08237725,-0.019188844,-0.060491875,0.016088879,0.061300356,0.07074318,-0.118402846,-0.03430789,-0.10184231,-0.012440342,0.0716126,0.04105412,-0.056727476,-0.0807055,-0.047026504,-0.014740606,-0.010933616,0.03915065,-0.060881898,-0.022658398,0.029105593,0.0035900434,-0.048969254,0.11667148,0.037574656,-0.095435366,0.1883439,-0.06006072,0.14835787,-0.11976386,0.062069036,-0.0043275557,0.05198072,0.104457505,0.067946315,0.13894941,-0.06582926,0.018561896,0.032619998,-0.032549653,-0.038807057,-0.038514663,0.028314084,-0.103697084,0.0883761,0.057434168,-0.05114316,0.13914844,-0.07143323,-0.030691147,0.050368637,0.06312305,-0.025215713,0.06121113,0.033993255,0.13471706,0.09082587,-0.09722551,0.029379955,-0.06750603,-0.01619151
-0.011643054,0.013607323,0.0013844457,0.040968604,-0.046917576,-0.10944505,0.022225823,0.20506245,-0.020385094,-0.060301144,-0.049928043,-0.058835845,-0.04112998,0.027809449,0.008999091,0.063339785,0.04705038,-0.025907835,-0.04298335,-0.10194917,0.05860061,-0.013270764,0.07271107,-0.13334161,0.04059151,-0.059134435,-0.101592645,-0.07439631,0.05765034,-0.05434495,0.054450467,-0.022806676,0.13996197,-0.14041162,-0.014998236,0.0853832,-0.051746197,0.018825915,-0.05944715,-0.08415955,-0.019142885,-0.061060425,0.016935512,0.06205826,0.06741068,-0.119134404,-0.03761351,-0.10201543,-0.013854028,0.07207218,0.039963365,-0.05473475,-0.07719863,-0.04967005,-0.015206124,-0.01312343,0.03827022,-0.060823664,-0.022372056,0.028751787,0.0032741958,-0.049498376,0.117298014,0.039374508,-0.094956264,0.18875329,-0.058259215,0.14918853,-0.119356915,0.06356992,-0.004984787,0.05065351,0.10555465,0.06808071,0.14112169,-0.064845614,0.019818073,0.033969365,-0.0309499,-0.03950866,-0.038444526,0.02851207,-0.10439058,0.08849469,0.055774186,-0.050913833,0.13935733,-0.069252536,-0.032305956,0.05163223,0.06180977,-0.023528676,0.06023549,0.03291398,0.13450345,0.08932323,-0.09828252,0.031787995,-0.06573208,-0.013896613
-0.012414925,0.01413054,0.001224605,0.042110797,-0.04837605,-0.1092946,0.022049423,0.2048883,-0.021248978,-0.060617056,-0.051184542,-0.06018533,-0.04195572,0.026969211,0.009296222,0.06395025,0.047097024,-0.025775068,-0.043844644,-0.10337157,0.057551164,-0.014037597,0.07246726,-0.1332298,0.041004278,-0.05916536,-0.1023599,-0.075094044,0.05686998,-0.053673804,0.053155065,-0.021929152,0.13944809,-0.1393838,-0.01478479,0.08474369,-0.05342533,0.020230642,-0.06031092,-0.08379735,-0.018412275,-0.060594376,0.01633421,0.062122405,0.06755754,-0.119203836,-0.03631127,-0.10199911,-0.013642705,0.0718154,0.04123023,-0.055452894,-0.07837775,-0.048024308,-0.014574734,-0.010989913,0.038431954,-0.060898688,-0.02363014,0.0283113,0.0033138269,-0.049251385,0.11709241,0.038940568,-0.095325485,0.18828721,-0.059406716,0.14998995,-0.1194807,0.06409901,-0.0053310473,0.049965724,0.1042519,0.06887082,0.14024636,-0.06454663,0.019040527,0.033679884,-0.029799689,-0.03834779,-0.037879,0.027021253,-0.10377975,0.08723614,0.054822885,-0.052021425,0.13834755,-0.071108945,-0.031326618,0.050880983,0.06254214,-0.024488853,0.05922797,0.033697434,0.13300902,0.08946953,-0.09860918,0.03229513,-0.06680867,-0.014348257
-0.012471501,0.0137826605,0.0011095013,0.04169813,-0.047335003,-0.10998868,0.022332108,0.20496568,-0.020066604,-0.060293812,-0.049580257,-0.06003038,-0.04140261,0.027998911,0.009361596,0.06400267,0.046790916,-0.025477843,-0.043100074,-0.102985226,0.058054257,-0.013416144,0.07221203,-0.13236694,0.04046958,-0.05979886,-0.10199404,-0.07485495,0.057610467,-0.05369059,0.05327706,-0.021772876,0.1394567,-0.14071773,-0.014034601,0.08440846,-0.052231297,0.018679332,-0.060590148,-0.08483951,-0.019276204,-0.06031122,0.016136974,0.061964907,0.06742612,-0.11948825,-0.03675387,-0.10147468,-0.013484788,0.0722812,0.040713232,-0.055942055,-0.078071035,-0.048949406,-0.014718295,-0.011985925,0.038766943,-0.06067275,-0.023358073,0.028227463,0.0038031267,-0.049148407,0.116957076,0.039272416,-0.0954232,0.18895762,-0.057873998,0.14953715,-0.11906367,0.06367282,-0.005412922,0.050975293,0.10507999,0.06877058,0.13996422,-0.065000966,0.01962893,0.033060513,-0.031042915,-0.038429942,-0.039031338,0.028301414,-0.104439236,0.08685309,0.055135112,-0.05116918,0.13975953,-0.07055088,-0.03244684,0.050554257,0.062228628,-0.023717634,0.060756095,0.03312036,0.13411024,0.0897644,-0.09833282,0.031233467,-0.06658974,-0.012649776
-0.012272075,0.013547073,0.0018604472,0.04121973,-0.046599247,-0.109397866,0.022023277,0.20564961,-0.02012837,-0.05983737,-0.04961027,-0.05980128,-0.040489558,0.027486758,0.009220386,0.064640895,0.046835117,-0.025104217,-0.04348673,-0.10278726,0.058431637,-0.0137938885,0.07209663,-0.13373065,0.039335642,-0.059750143,-0.10092962,-0.07601145,0.056822404,-0.05450353,0.054463316,-0.021053933,0.1403719,-0.14010386,-0.014281131,0.084746346,-0.053359468,0.019125689,-0.060471844,-0.08439899,-0.01845161,-0.06046543,0.01659134,0.061804075,0.068241104,-0.12008834,-0.03631559,-0.10233151,-0.014044552,0.07250732,0.04083513,-0.055780046,-0.07760078,-0.049064577,-0.014393356,-0.01194866,0.039260473,-0.060803745,-0.023252854,0.02864465,0.003749348,-0.04917439,0.11752318,0.03969319,-0.09486278,0.18760933,-0.05884168,0.14900741,-0.11827881,0.063020475,-0.005371833,0.051400125,0.10540444,0.06831819,0.14172839,-0.0638074,0.019307606,0.033196293,-0.031685792,-0.039176814,-0.03853695,0.02801984,-0.104019195,0.08778135,0.056142304,-0.050622143,0.13887635,-0.06980991,-0.03152284,0.050732188,0.06250272,-0.023913844,0.059621476,0.034723364,0.1349566,0.08942879,-0.09774398,0.03182155,-0.066981025,-0.013978852
-0.012916334,0.013816041,0.0022052573,0.04099616,-0.046750978,-0.10910284,0.021810953,0.20513873,-0.020528497,-0.059718814,-0.050197266,-0.05990813,-0.040950295,0.02720092,0.008745984,0.064994566,0.046234626,-0.025213642,-0.043613903,-0.10280644,0.058549814,-0.013694837,0.07278913,-0.13426575,0.040314317,-0.05971678,-0.10074088,-0.07527194,0.057223585,-0.054582275,0.05452271,-0.021849899,0.1404624,-0.13988309,-0.014798369,0.08504773,-0.05299056,0.019244269,-0.059884045,-0.084184185,-0.018521795,-0.06078815,0.016858427,0.061620697,0.068203725,-0.11979573,-0.036976244,-0.10203175,-0.014250023,0.07248043,0.040120296,-0.05522819,-0.077733584,-0.04873556,-0.015191938,-0.011787722,0.038944975,-0.060963094,-0.023103382,0.02933505,0.0034460002,-0.049268864,0.11679355,0.04006006,-0.09512904,0.18841125,-0.05912501,0.14901498,-0.118545674,0.06291643,-0.0047004186,0.05103697,0.104799405,0.06846514,0.14153793,-0.06372987,0.019891942,0.03362137,-0.030973846,-0.039825235,-0.037853256,0.028154083,-0.103622645,0.08811234,0.05641331,-0.05023658,0.13887794,-0.07033656,-0.031834774,0.05115511,0.062312134,-0.02378483,0.05988791,0.03366462,0.1350401,0.08957102,-0.09769277,0.031347994,-0.06618103,-0.014888148
-0.012851151,0.0154378405,0.0008474044,0.0406944,-0.0500964,-0.11102576,0.021832334,0.20473158,-0.017129648,-0.06358604,-0.051630188,-0.0591242,-0.04145931,0.028419243,0.009561537,0.062111337,0.049522974,-0.0245611,-0.044883836,-0.10196547,0.05869823,-0.012710663,0.072979696,-0.13405824,0.03757589,-0.058397725,-0.1022984,-0.07488393,0.058754157,-0.054433674,0.054544494,-0.021107715,0.13849252,-0.1408093,-0.016602276,0.08587047,-0.055060055,0.020193962,-0.05953332,-0.08191366,-0.019060008,-0.0604065,0.016079852,0.061898556,0.07005097,-0.11732262,-0.034470007,-0.102115996,-0.01161157,0.0708632,0.04199149,-0.055531446,-0.080238216,-0.047822293,-0.014347072,-0.011376338,0.038200837,-0.061503243,-0.021836054,0.028970929,0.004144348,-0.049043857,0.11614415,0.037453927,-0.094988935,0.18757918,-0.06022692,0.1482685,-0.1201648,0.06240684,-0.004714381,0.05190424,0.10539811,0.06754508,0.13895734,-0.065020196,0.018698895,0.03216494,-0.03144371,-0.038526457,-0.038324937,0.02834444,-0.10361583,0.08807807,0.05742383,-0.05252843,0.13857535,-0.07109043,-0.03170961,0.051403668,0.063836105,-0.02517893,0.060050964,0.03427179,0.13503689,0.09157803,-0.09776256,0.030408975,-0.06713434,-0.01633568
